97.54,249.0,37101.0,Perfect
25.97,249.0,65214.0,Vapor
103.58,567.0,37101.0,Kitura
97.54,249.0,37101.0,Perfect
25.97,249.0,65214.0,Vapor
103.58,567.0,37101.0,Kitura
150402.0,0.1,37101.0,Perfect
38401.0,0.1,65214.0,Vapor
150100.0,0.1,37101.0,Kitura
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
