Stats
CPU,Threads,Memory,Framework
4.9,7,3912.0,Kitura
5.7,7,3912.0,Kitura
5.7,7,3912.0,Kitura
5.6,7,3912.0,Kitura
5.8,7,3912.0,Kitura
5.7,7,3912.0,Kitura
6.0,7,3912.0,Kitura
5.7,7,3912.0,Kitura
5.9,7,3912.0,Kitura
5.6,7,3912.0,Kitura
5.9,7,3912.0,Kitura
5.6,7,3912.0,Kitura
4.4,7,3912.0,Kitura
5.6,7,3912.0,Kitura
5.7,7,3912.0,Kitura
5.8,7,3912.0,Kitura
5.5,7,3912.0,Kitura
5.7,7,3912.0,Kitura
5.5,7,3912.0,Kitura
5.7,7,3912.0,Kitura
5.0,7,3912.0,Kitura
5.5,7,3912.0,Kitura
5.7,7,3912.0,Kitura
5.7,6,3904.0,Kitura
5.5,6,3904.0,Kitura
5.4,6,3904.0,Kitura
5.4,6,3904.0,Kitura
5.6,6,3904.0,Kitura
5.7,6,3904.0,Kitura
5.2,6,3904.0,Kitura
5.1,6,3904.0,Kitura
5.6,6,3904.0,Kitura
5.4,6,3904.0,Kitura
5.4,6,3904.0,Kitura
5.3,6,3904.0,Kitura
5.4,6,3904.0,Kitura
5.5,6,3904.0,Kitura
5.7,6,3904.0,Kitura
5.6,6,3904.0,Kitura
5.7,6,3904.0,Kitura
6.1,6,3904.0,Kitura
5.8,6.0,3904.0,Kitura
5.7,6,3904.0,Kitura
5.5,6,3904.0,Kitura
5.7,6,3904.0,Kitura
5.5,6,3904.0,Kitura
5.5,6,3904.0,Kitura
5.8,6,3904.0,Kitura
5.7,6,3904.0,Kitura
5.4,6,3904.0,Kitura
4.9,6,3904.0,Kitura
5.8,6,3904.0,Kitura
5.5,6,3904.0,Kitura
5.6,6,3904.0,Kitura
5.7,6,3904.0,Kitura
5.6,6,3904.0,Kitura
5.8,6,3904.0,Kitura
5.8,6,3904.0,Kitura
5.8,6,3904.0,Kitura
5.7,6,3904.0,Kitura
5.1,6,3904.0,Kitura
5.6,6,3904.0,Kitura
5.5,6,3904.0,Kitura
3.9,6,3904.0,Kitura
5.6,6,3904.0,Kitura
5.7,6,3904.0,Kitura
5.8,6,3904.0,Kitura
5.8,6,3904.0,Kitura
5.8,6,3904.0,Kitura
5.8,6,3904.0,Kitura
6.2,6,3904.0,Kitura
5.8,6,3904.0,Kitura
5.5,6,3904.0,Kitura
5.6,6,3904.0,Kitura
5.7,6,3904.0,Kitura
0.9,6,3940.0,Kitura
0.0,6,3940.0,Kitura
0.0,6,3940.0,Kitura
0.0,6,3940.0,Kitura
0.0,6,3940.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
0.0,3,3908.0,Kitura
